ID CLIENTE,NOMBRE FANTASÍA,RAZÓN SOCIAL,RUT,REGIÓN,COMUNA,DIRECCIÓN,Local implementado según primer reporte (complementario),Local cuestionado por CCU según primer reporte (complementario),Local no implementado por CCU según primer reporte (complementario),Fue censado en julio de 2025,Fue censado en julio de 2025 y sujeto a compromiso N°2
543394,LA PASCUALA,GINNA PINEDA QUINTERO,17948867,BIOBÍO,CONCEPCION,AVDA.COLLAO 517,Si,NO,NO,Si,Si
543767,TIJUANA EXPRESS,GASTRONOMIA TIJUANA EXPRESS LT,76016486,BIOBÍO,CONCEPCION,PAICAVI 163,Si,NO,NO,Si,Si
543849,BARILOCHE,ESTABLECIMIENTOS BARILOCHE S.A,76036595,BIOBÍO,TALCAHUANO,AVDA.ALESANDRI 3177,Si,NO,NO,Si,Si
543917,TRAVESÍA,INVERSIONES LOS ALPES LTDA,76060707,BIOBÍO,CONCEPCION,RAMON CARRASCO 256,NO,NO,NO,NO,NO
543976,CEDRUS PUB,SOC. COM. CEDRUS PUB LTDA.,76229390,ÑUBLE,COELEMU,PALAZUELOS 318,Si,NO,NO,NO,NO
544022,TERRAZAS DE VILUMANQUE,COMERCIAL CAMPOS,76385130,BIOBÍO,CONCEPCION,PENCO 4866,Si,NO,NO,Si,Si
544052,BELLA LUNA,HOTELERIA Y GASTRONOMIA,76459780,BIOBÍO,ARAUCO,CALLE KORNER 248,NO,NO,Si,NO,NO
544072,DELI HOUSE,INVERSIONES SANTA ELENA LTDA,76520360,BIOBÍO,SAN PEDRO DE LA,LOS AROMOS 1511,Si,NO,NO,Si,Si
544376,HABANA,BOSS PRODUCCIONES LTDA,77842770,BIOBÍO,CONCEPCION,BARROS ARANA 1356,NO,NO,NO,NO,NO
544387,DOMINO,PROD ALIM DOMINO FLORIDA LTDA,77875890,BIOBÍO,TALCAHUANO,AV.ALESSANDRI 3177,Si,NO,NO,Si,Si
544828,OBA OBA,CATALAN Y CIA. LTDA,86672600,BIOBÍO,CONCEPCION,FREIRE 548,Si,NO,NO,Si,Si
547021,FICUS,DEL PINO RODRIGUEZ MIRNA,8009666,ÑUBLE,CHILLAN,ROSAS 392,Si,NO,NO,NO,NO
549480,ZONA DEBUTANTES,TURISMO NUBLE S.A,76007779,ÑUBLE,PINTO,KM 73 VALLE LAS TRANCAS (HOSTELLING) 0,NO,NO,NO,NO,NO
550138,MAR Y VELAS,PEREZ CARDENAS SANTIAGO,6894309,LOS LAGOS,QUINCHAO,SERRANO 2,NO,NO,NO,NO,NO
550887,CAFÉ LAS BRUJAS,ESTABLECIMIENTOS LA BRUJULA LT,78421120,LOS LAGOS,CASTRO,OHIGGINS 302,Si,NO,NO,NO,NO
551236,LOBERIAS DE CHACABUCO,HARO MANSILLA JUAN,5690804,AYSÉN,COIHAIQUE,FREIRE 521,NO,Si,NO,NO,NO
555486,SCHOPERIA MA VICTORIA,MARIA E. CANTO MAUREIRA,9424567,LA ARAUCANÍA,ANGOL,M. BUNSTER 638,Si,NO,NO,NO,NO
555586,LA  MORENA,FLOR VERONICA MARCHANT CERDA,9644249,LA ARAUCANÍA,ANGOL,CHORRILLOS 551,NO,Si,NO,NO,NO
557523,VIENTOS DEL SUR,SOC.GONZALEZ Y CIA LTDA.,77861240,BIOBÍO,LOS ANGELES,CAMINO NACIMIENTO    KL. 18,NO,NO,NO,NO,NO
557858,HANGAROA,CRISTIAN VILLALOBOS CANCINO,13486810,BIOBÍO,LEBU,SAAVEDRA 225,Si,NO,NO,NO,NO
560027,LAS MALVINAS,NORAMBUENA AVILA ANA,6669410,MAULE,LONGAVI,2 NORTE 20,NO,NO,NO,NO,NO
562076,BOTOTO SCHOP,VALENZUELA H. FERNANDO,9366227,MAULE,CURICO,FCO.MORENO ESQ.AV.ESPANA 5,NO,NO,NO,NO,NO
563995,LA LEONERA,VALDES TAPIA SILVANA LORENA,12590154,MAULE,TALCA,5 ORIENTE 1162,Si,NO,NO,NO,NO
565220,DON SANTIAGO,DAGOBERTO JOSE ROJAS PALMA Y CIA LTDA,50561380,MAULE,TALCA,12 ORIENTE 1 Y 2 SUR 1030,Si,NO,NO,NO,NO
565403,VERA PIZZA,SOC.COM.MUÑOZ VILLABLANCA LTDA,76021653,MAULE,TALCA,UNO ORIENTE 1 Y 2 SUR 1058,Si,NO,NO,NO,NO
565539,LA PAPA,ALAMO Y JADUE LIMITADA,76598460,MAULE,SAN JAVIER,ARTURO PRAT 2501,Si,NO,NO,NO,NO
565857,TERMAS DE QUINAMAVIDA,TURISMO E INVERSIONES,99523210,MAULE,COLBUN,QUINAMAVIDA 0,Si,NO,NO,NO,NO
567986,DUNKA´S,JOSE SALAZAR,6411378,LA ARAUCANÍA,TEMUCO,RODRIGUEZ           786 E 786,NO,NO,NO,NO,NO
571350,REST. KRISNA,JUAN ARTURO AVELLO SALAS,11501251,LA ARAUCANÍA,PADRE LAS CASAS,PLEITEADO 871,NO,Si,NO,NO,NO
573030,0,FRANCISCO IRIBARRA ORELLANA,15782348,LA ARAUCANÍA,VILLARRICA,LOS ULMOS 50,Si,NO,NO,NO,NO
573438,GASTRONOMICA TEMUCO,SERV.GAST. Y SPA TURISTICO S.A,76008627,LA ARAUCANÍA,TEMUCO,ACCESO CALLE RECREO 0,Si,NO,NO,NO,NO
573439,GASTRONOMICA VALDIVIA,SERV.GAST. Y SPA TURISTICO S.A,76008627,LOS RÍOS,VALDIVIA,CARAMPANGUE 190,Si,NO,NO,NO,NO
573647,CASA CERVECERA,FRUTERRA GASTRONOMIA LTDA.,76156470,LA ARAUCANÍA,TEMUCO,DIEGO PORTALES 874,NO,NO,NO,NO,NO
573762,PIZZA CALA PUCON,SOC.GASTRONOMICA NVH LTDA.,76710450,LA ARAUCANÍA,PUCON,LINCOYAN 361-C 0,NO,NO,NO,NO,NO
573816,MAMAS&TAPAS,VILLARICA/S PEAK,77213750,LA ARAUCANÍA,PUCON,MAMAS AND PAPAS 0,Si,NO,NO,NO,NO
573886,TRAVELLERES,THE TRAVELLERS Y CIA LTDA,77580250,LA ARAUCANÍA,VILLARRICA,V LETELIER 753,Si,NO,NO,NO,NO
573907,BUNKER,SOC COM EL BUNKER LTDA,77735130,LOS RÍOS,VALDIVIA,LOS ROBLES 1345,NO,Si,NO,NO,NO
573969,RAPA NUI,ROBERTO PALMA Y CIA. LTDA.,78455860,LA ARAUCANÍA,TEMUCO,ALDUNATE 415,NO,NO,NO,NO,NO
574201,CAFETERIA ZORRO CON BOTAS,SOC.DESARROLLO DE MONTAÑA S.A.,96978530,LA ARAUCANÍA,LONQUIMAY,MARCHAN PEREIRA 201,NO,NO,NO,NO,NO
574411,VALLE HERMOSO,CONSORCIO CHILLAN UNO S.A.,76009713,ÑUBLE,PINTO,VALLE HERMOSO 0,Si,NO,NO,NO,NO
580941,BRISAS DEL SUR,ARISMENDI PAREDES ENRIQUE,6314958,LOS LAGOS,MAULLIN,MAC-IVER 94,NO,Si,NO,NO,NO
580969,EL TORITO,EMA DEL CARMEN SOTO M,6416508,LOS LAGOS,LLANQUIHUE,VALDIVIESO 422,NO,Si,NO,NO,NO
581049,LOS TRONCOS,VILLARROEL ZUNIGA ONDINA,6642083,LOS LAGOS,CALBUCO,IGNACIO GOICOLEA 126,Si,NO,NO,NO,NO
582081,MESON DE NUEVA BRAUNAU,RODRIGUEZ PATRICIO,9180193,LOS LAGOS,PUERTO VARAS,AV. GRAMADO 520,NO,NO,NO,NO,NO
582324,360°,EPUYAO BARBARITA,9926606,LOS LAGOS,FRUTILLAR,CARLOS RICHTER 420,Si,NO,NO,NO,NO
582927,CLOVER ENJOY,RIQUELME VARGAS JOSE,11690550,LOS LAGOS,PUERTO MONTT,EGANA 115,NO,NO,NO,NO,NO
582974,RESTORANT LA BLANQUITA,MARIA URIBE,11716140,LOS LAGOS,CALBUCO,LOS HEROES 0,Si,NO,NO,NO,NO
584318,PRIMOS 1,SOC.COM.HASSEN CHE Y CIA,76596860,LOS LAGOS,PUERTO MONTT,ANTONIO VARAS 974,NO,Si,NO,NO,NO
584442,CENTRAL CRIOLLO-SHERLOCK,INVERSIONES ISLA HUAR LTDA.,77634990,LOS LAGOS,PUERTO MONTT,RANCAGUA 117,NO,NO,NO,NO,NO
584480,DOMINO,PROD ALIM DOMINO FLORIDA LTDA,77875890,LOS LAGOS,PUERTO MONTT,ILLAPEL 10,Si,NO,NO,Si,Si
584497,TABLÓN DEL ANCLA,SOC.C.K.HNOS LTDA,77987190,LOS LAGOS,PUERTO MONTT,ANTONIO VARAS 350,Si,NO,NO,NO,NO
587198,LAS VIGAS,MANZANO RUDY,7645113,LOS RÍOS,LAGO RANCO,CONCEPCION 750,NO,NO,NO,NO,NO
587272,GRAN LOBO,LEMARIE HELMUTH,7824878,LOS LAGOS,OSORNO,MANUEL BULNES 529,NO,NO,NO,NO,NO
588733,DON RIGO,JARAMILLO TOLEDO RIGOBERTO,11604423,LOS RÍOS,LOS LAGOS,BALMACEDA NORTE 174,Si,NO,NO,NO,NO
589177,TEQUILA-LA GUARIDA,VICTOR GATICA NEGRON,13119093,LOS LAGOS,OSORNO,AVENIDA PORTALES 618,NO,NO,NO,NO,NO
589205,EL HOMERO,CANQUIL MAYE BERNABE,13162220,LOS LAGOS,OSORNO,ELUTERIO RAMIREZ 632,Si,NO,NO,NO,NO
590049,TORO Y SANGRE,SOC.INTEGRAL DE GESTION LTDA,76079960,LOS LAGOS,OSORNO,E. RAMIREZ 774,NO,NO,NO,NO,NO
590182,DONDE GABRIEL MARRASQUINO,SOC.COMERCIAL COLLAHUE LTDA.,77843860,LOS LAGOS,OSORNO,E. RAMIREZ 1170,Si,NO,NO,NO,NO
590212,0,HOTEL TERMAS DE PUYEHUE LTDA.,78192550,LOS LAGOS,PUYEHUE,RUTA 215 KM. 76 0,NO,NO,NO,NO,NO
590286,ANTILLANCA,CLUB ANDINO OSORNO,81590400,LOS LAGOS,PUYEHUE,RUTA 215 S/N 0,NO,NO,NO,NO,NO
590359,CASINO MARINA DEL SOL,LATIN GAMING OSORNO S.A.,99599120,LOS LAGOS,OSORNO,EJERCITO 395,NO,NO,NO,NO,NO
591494,MADONNA PIZZA,EST.ALIM.MADONA LTDA.,78505640,LA ARAUCANÍA,TEMUCO,THIERS 898,Si,NO,NO,NO,NO
592672,RESTAURANT HUENTELAUQUEN,SALUTE PER AQUA SPA,76078576,COQUIMBO,LA SERENA,AVDA DEL MAR 4500,NO,NO,NO,NO,NO
594849,EL POLO,RODRIGO UNDURRAGA LAVIN,6975424,O'HIGGINS,RANCAGUA,CARRETERA EL COBRE S/N 0,Si,NO,NO,NO,NO
594850,EL GORDO SABE,RODRIGO UNDURRAGA LAVIN,6975424,O'HIGGINS,RANCAGUA,LONGITUDINAL SUR 585,Si,NO,NO,NO,NO
597540,0,BERNARDO PAVEZ CATALAN,12779330,O'HIGGINS,SAN FERNANDO,VALDIVIA 792,Si,NO,NO,NO,NO
599019,VIP,SERVICIO AEROPORTURIO SALON V,96988630,TARAPACÁ,IQUIQUE,AEROPUERT.DIEGO ARACEN S/N,Si,NO,NO,Si,Si
599106,PIETRASANTA,SERV GASTRONOMICOS PIETRASAN,76079649,BIOBÍO,CONCEPCION,PEDRO A CERDA 1255,Si,NO,NO,Si,Si
602086,LA ESPAÑITA,VICTORIA PONCE ARANDA,4263979,VALPARAÍSO,VALPARAISO,AVENIDA FRANCIA 512,NO,NO,NO,NO,NO
605200,SCHOPERÍA LA VERTIENTE,SAMUEL BERNAL ESPINOZA,6834792,VALPARAÍSO,VALPARAISO,PEDRO MONTT 2729,Si,NO,NO,Si,Si
606569,LA REGATTA,ISAURA CERDA ILLANES,7866560,VALPARAÍSO,VALPARAISO,ERRAZURI 4 PISO 641,NO,NO,NO,NO,NO
611390,STON BAR,RODRIGO FERNANDINI P,13428277,VALPARAÍSO,VIÑA DEL MAR,AVDA VALPARAISO 65,NO,NO,NO,NO,NO
611396,BAR CIVICO,GUILLERMO BENITEZ SEPULVEDA,13429104,VALPARAÍSO,VALPARAISO,BLANCO 1273,Si,NO,NO,Si,Si
612024,LO'DEVI,CAROLINA AGUERO ALVARADO,14599981,VALPARAÍSO,VALPARAISO,SUBIDA ECUADOR 34,NO,NO,Si,NO,NO
613207,GRANADILLA,CORPOR CLUB CAMPO GRANADILLA,70692200,VALPARAÍSO,VIÑA DEL MAR,CAMINO GRANADILLA S/N 0,NO,NO,NO,NO,NO
613406,OH,SOC DE INVERS INIZHIO LTDA,76027950,VALPARAÍSO,VIÑA DEL MAR,3 PONIENTE 599,Si,NO,NO,Si,Si
613451,BARILOCHE,ESTABLECIMIENTOS BARILOCHE S.A,76036595,VALPARAÍSO,CASABLANCA,RUTA 68 / F-90 0,Si,NO,NO,Si,Si
613693,MARCO POLO,SOCIEDAD GASTRONÓMICA MAZZINO SPA,76150660,VALPARAÍSO,VALPARAISO,AV PEDRO MONTT 2199,Si,NO,NO,Si,Si
613727,SPARTAKO,SPARTAKO PROD LTDA,76222760,VALPARAÍSO,VIÑA DEL MAR,AV VALPARAISO 90,Si,NO,NO,Si,Si
613966,SANTO PEZ (MARBELLA),GAST DE LA COSTA OTRA LTD,76854610,VALPARAÍSO,PUCHUNCAVI,CARRETERA F-30 SANTO PEZ INT RSORT MARBELLA KM35,NO,NO,NO,NO,NO
614047,SANTA BRASA,ALIMENTOS SAN MARTIN SPA,77177430,VALPARAÍSO,CONCON,PEDRO DE VALDIVIA 350,Si,NO,NO,Si,Si
614261,RESTAURANT KOPPA,BAR RESTAURANT KOPPA LTDA,77823100,VALPARAÍSO,VALPARAISO,GUILLERMO RAWSON 372,NO,NO,Si,NO,NO
614262,RESTAURANT KOPPA,BAR RESTAURANT KOPPA LTDA,77823100,VALPARAÍSO,VALPARAISO,PEDRO MONTT 2731,NO,NO,Si,NO,NO
614295,DOMINO,PROD ALIM DOMINO FLORIDA LTDA,77875890,VALPARAÍSO,VIÑA DEL MAR,AVDA LIBERTAD 1342,Si,NO,NO,Si,Si
614301,BAR RESTAURANT VICTORIA,GONZALEZ TORNERIA E HIJOS LTDA,77887640,VALPARAÍSO,VALPARAISO,SALVADOR DONOSO 1540,NO,NO,Si,NO,NO
614569,GRAN AZUL,TUR Y GASTROMIA GRAN AZUL LTDA,78902740,VALPARAÍSO,PAPUDO,IRARRAZABAL 86,Si,NO,NO,NO,NO
614608,CASINO VINA,MASTERLINE SA,79646620,VALPARAÍSO,VIÑA DEL MAR,SAN MARTIN 199,Si,NO,NO,Si,Si
614793,CLUB NAVAL DE CAMPO LAS SALINAS,CLUB NAVAL DE CAMPO,81815800,VALPARAÍSO,VIÑA DEL MAR,AVENIDA JORGE MONTT 12100,NO,NO,NO,NO,NO
614799,CAFÉ AVENIDA,PALACIOS Y BARBERIS,81899800,VALPARAÍSO,VALPARAISO,AVENIDA ARGENTINA 366,NO,NO,NO,NO,NO
615098,ZINGARO,ZINGARO S.A,96558340,VALPARAÍSO,VILLA ALEMANA,LATORRE 93,Si,NO,NO,NO,NO
638200,EL RAPIDO,CESAR LEIVA GONZALEZ,4280870,METROPOLITANA DE SANTIAGO,SANTIAGO,ANTOFAGASTA 3099 3099,NO,NO,Si,NO,NO
639334,LA MANDARINA,LUIS MORGUEZ JOFRE,4702010,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,SIERRA BELLA 2421 2421,Si,NO,NO,Si,Si
639528,PEKAS SCHOP,SYLVIA HERNANDEZ OYARCEL,4759031,METROPOLITANA DE SANTIAGO,RENCA,DOMINGO SANTA MARIA 4039 4039,NO,NO,NO,NO,NO
642787,LOS SUPER 10,JORGE PATRICIO GUZMAN NAVARRO,5650559,METROPOLITANA DE SANTIAGO,LA FLORIDA,VICUNA MACKENA 12495,Si,NO,NO,Si,Si
644499,0,LUCIA BARRAZA OSSANDON,6062402,METROPOLITANA DE SANTIAGO,COLINA,FONTT 112,NO,NO,NO,NO,NO
644625,MASTICAR,GLADYS TORREALBA GARAY,6085240,METROPOLITANA DE SANTIAGO,LA FLORIDA,WALKER MARTINEZ 1786 1786,Si,NO,NO,Si,Si
645330,DONDE FLAVIO,EMILIO CONTRERAS SEVERINO,6256821,METROPOLITANA DE SANTIAGO,PUENTE ALTO,JOSE LUIS COO 216 216,NO,NO,Si,NO,NO
647990,LOS ARCOS DE RECOLETA,ANGEL PALACIOS RAMIREZ,6879858,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA 269 269,NO,NO,Si,NO,NO
649523,LA HIGUERA,VIVIANA HINOJOSA MONTE,7250460,METROPOLITANA DE SANTIAGO,MACUL,PEDRO DE VALDIVIA 5978 5978,NO,NO,NO,NO,NO
657902,EL ENCUENTRO,ARTURO RIVAS CATRIHUAL,9653191,METROPOLITANA DE SANTIAGO,ESTACION CENTRA,HERMANOS ARELLANOS 5,NO,NO,NO,NO,NO
658005,BAR VICTORIA,ANA CONTRERAS CORNEJO,9675274,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE C,CARLOS VALDOVINOS 1951 1951,Si,NO,NO,Si,Si
666796,ROMANO'S BAR,JESSICA MELLA CARRASCO,13236677,METROPOLITANA DE SANTIAGO,ESTACION CENTRA,LAS REJAS SUR 201 201,Si,NO,NO,Si,Si
667214,PIO PIZZA,PAULO MANENT PALMA,13373191,METROPOLITANA DE SANTIAGO,ESTACION CENTRA,ALAMEDA 3815,NO,NO,NO,NO,NO
667243,BARRANCA SCHOP,MARCELA VILLAGRA CORON,13399839,METROPOLITANA DE SANTIAGO,PUDAHUEL,SERRANO 1350 1380,Si,NO,NO,Si,Si
669344,LOS PAJARITOS,RUTH AGUILERA BELLO,14514365,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,SANTA FE 1894 1894,Si,NO,NO,Si,Si
669881,EL GAUCHITO,JORGE FISZER CH (EL GAUCHITO,14740042,METROPOLITANA DE SANTIAGO,LA REINA,AGUAS CLARAS 1633,NO,NO,NO,NO,NO
670021,LOS AMIGOS,JORGE ULLOA MUNOZ,15171712,METROPOLITANA DE SANTIAGO,SAN MIGUEL,GRAN AVENIDA JOSE MIGUEL CARRERA 5963 5963,NO,NO,Si,NO,NO
670622,PIZZERIA PICCOLINO,LESLIE BERRIOS TORO,15541846,METROPOLITANA DE SANTIAGO,MAIPU,1RA TRANSVERSAL LCA 1981 1981,NO,NO,NO,NO,NO
672761,0,SUC COSME MUNOZ ALLENDES,53289690,METROPOLITANA DE SANTIAGO,MELIPILLA,ORTUZAR 810,Si,NO,NO,NO,NO
673186,CLUB DE GOLF SPORT FRANCES,CLUB DE GOLF SPORT,70017350,METROPOLITANA DE SANTIAGO,VITACURA,LO BELTRAN 2500 .,NO,NO,NO,NO,NO
673287,CLUB COUNTRY CLUB,COORPORACION PRINCIPE DE GALES,71440700,METROPOLITANA DE SANTIAGO,LA REINA,LA ARANAS 1901 1901,NO,NO,NO,NO,NO
673456,DOMINO,PROD ALIM TOBALABA LTDA,76006605,METROPOLITANA DE SANTIAGO,PROVIDENCIA,HERNANDO DE AGUIRRE 35 35,Si,NO,NO,Si,Si
673532,BISTRO,GPH LTDA,76012558,METROPOLITANA DE SANTIAGO,MAIPU,PRIMERA TRANSVERSAL 3364 3364,NO,NO,NO,NO,NO
673989,BARILOCHE,ESTABLECIMIENTOS BARILOCHE S.A,76036595,METROPOLITANA DE SANTIAGO,LA FLORIDA,VICUÑA MACKENNA ORIENTE - LOCAL B102 7110,Si,NO,NO,Si,Si
673990,BARILOCHE,ESTABLECIMIENTOS BARILOCHE S.A,76036595,METROPOLITANA DE SANTIAGO,SAN BERNARDO,PRESIDENTE JORGE ALESSANDRI 20040 20040,Si,NO,NO,Si,Si
673992,IL FORNO,ESTABLECIMIENTOS BARILOCHE S.A IL FORNO,76036595,METROPOLITANA DE SANTIAGO,CERRILLOS,AV AMERICO VESPUCIO 1501,Si,NO,NO,Si,Si
674234,TOMODASHIGO,GAST COUSCOUS LTDA,76051330,METROPOLITANA DE SANTIAGO,PROVIDENCIA,HOLANDA 170 170,NO,NO,NO,NO,NO
674507,LOMITO ALEMAN,EMP GAST MONDACA Y MONDACA LTD,76067703,METROPOLITANA DE SANTIAGO,ÑUÑOA,GRECIA 3107 3107,Si,NO,NO,Si,Si
674588,SCHOPDOG,ALIMENTOS DEL BARRIO  LTDA,76073248,METROPOLITANA DE SANTIAGO,PUENTE ALTO,CONCHA Y TORO 26 26,Si,NO,NO,NO,NO
674847,CIVILO,SOC COM CIVILOS PUB REST,76087820,METROPOLITANA DE SANTIAGO,MAIPU,PAJARITOS 3145 3145,Si,NO,NO,Si,Si
674954,D. ANGELUS,REST PROD Y EVENTOS LTDA,76121560,METROPOLITANA DE SANTIAGO,SANTIAGO,BRASIL 426 426,NO,NO,NO,NO,NO
675204,EL RANCHITO,INV. CAMUS Y PERROTTA LTDA.,76278090,METROPOLITANA DE SANTIAGO,HUECHURABA,"AVENIDA PEDRO FONTOVA NORTE NORTE ,HIJUELAS 5 lote10",NO,NO,NO,NO,NO
